500
1079.2  686.4 1470.1  812.6 
1720.9  183.8  136.1  534.3 
 380.4  594.3 1171.2 1396.9 
 629.3 1274.7   91.8  120.1 
1578.2  899.5 1515.2 1196.8 
 433.7  428.7  166.7  750.9 
 395.2 1111.1 1222.1 1963.7 
 665.1 1726.4 1736.2 1572.4 
1605.7  872.4 1925.2 1499.6 
 613.5  659.7 1605.0 1042.4 
 177.6  977.0    6.2  975.8 
1123.7 1840.5  769.9  407.9 
1119.2 1098.2  350.2 1085.6 
1210.4  787.6 1910.9 1145.8 
 201.6  164.9 1579.1  920.4 
1960.1 1264.8  532.2  460.8 
1770.9  787.5 1630.0  881.7 
 382.2  145.8  391.0  638.5 
 715.1 1171.7 1162.7 1428.1 
1881.3 1844.1 1873.1 1818.7 
1319.1  551.5  212.5 1003.9 
1846.6 1976.5  317.3 1584.7 
 217.5 1334.6  748.4 1110.6 
 487.8 1115.0 1936.4  657.2 
1947.8  869.6  355.6  151.3 
 493.7  234.7 1948.0 1934.8 
1708.3   31.0  126.0  419.5 
 351.4 1781.1  803.2  143.6 
 843.7  663.3 1026.1  399.5 
1234.9  156.1 1989.1 1435.2 
 306.2 1330.9 1505.1 1407.4 
 255.2  860.4  781.5  417.7 
1884.2  795.9  908.9 1526.6 
1566.2  534.7 1536.3  307.6 
 342.6 1173.8  391.8  776.5 
1323.2  703.3 1635.1  158.5 
1785.6 1818.1 1441.7 1504.0 
 820.9  154.1 1036.5 1454.0 
 529.2  638.4 1884.7 1095.5 
 265.6  574.5 1536.9  742.4 
 565.9 1780.3  288.8  285.5 
1589.0 1318.9 1306.2 1446.7 
 302.2 1377.5   54.9 1568.6 
 466.8 1994.6   38.5  503.7 
 671.2  431.8  168.1  526.8 
1280.2 1931.1  148.9   59.9 
 944.9 1786.6  573.0  239.0 
 142.0 1537.9 1843.7 1102.5 
1618.8  627.1  444.9 1369.0 
 306.1   56.8  607.6  601.2 
1588.6  977.8 1248.6   10.5 
1289.6 1279.5  675.3  509.5 
1508.1  259.4 1407.1 1918.5 
1859.0 1428.5 1393.0 1801.5 
 696.2  128.7 1645.6 1368.4 
1665.5 1588.9 1025.0 1614.2 
1250.4  542.9 1636.5 1555.3 
 763.8  828.9  526.6  519.4 
 127.3 1276.6 1436.2 1184.8 
 506.2 1464.8   73.9 1966.4 
1870.3  961.3 1388.2  704.9 
1378.7  799.8 1736.9 1020.1 
1387.6  128.5 1660.8 1488.7 
1227.0  106.1  574.3  656.0 
1729.4 1706.9 1394.5  203.5 
1022.5 1624.2 1648.5 1084.7 
 164.7 1957.6 1553.7  585.5 
 822.1 1914.4 1980.4  841.3 
1023.4  926.8 1006.0 1891.7 
1904.3 1024.0  302.4 1708.6 
1750.4  155.0  102.8 1407.7 
 193.1 1624.3 1618.9  932.6 
1405.9  598.7   83.9 1568.5 
1032.4  520.6   47.4 1647.1 
 453.0 1509.6    4.2  480.6 
 132.0  755.7  185.8 1938.5 
1088.2 1356.1 1558.7 1938.7 
  78.1 1902.7  341.8  564.9 
 598.3  784.1  177.3 1384.4 
 186.4 1083.3  361.3  983.8 
 269.1 1083.2   67.9 1685.9 
1673.4 1747.5  502.3 1049.2 
1224.9 1658.0 1504.3 1096.5 
 131.8 1320.2 1830.0 1506.2 
 243.8  599.4  588.1 1305.1 
1115.7  439.4  943.1  241.3 
1070.9 1609.4  957.9   97.5 
 279.6 1708.8  496.0 1138.8 
  45.3  254.4 1474.4  826.7 
 959.2  632.3 1939.7  348.2 
 957.1  803.3 1781.3 1621.4 
1345.0 1716.1  182.6  788.4 
 969.4 1754.1  821.8 1064.9 
 467.5  601.4 1460.6 1788.5 
1166.7 1559.7 1884.8 1935.3 
1103.7  527.3 1603.8  915.0 
1834.1   36.5 1563.0  523.5 
 405.1  428.3 1232.9 1922.7 
1468.5 1122.5   29.9 1562.6 
 534.1 1899.8 1522.0  325.8 
 520.1 1215.7  592.1  143.5 
1465.6 1672.4 1295.7 1565.6 
1725.0  614.3 1604.2  870.4 
 512.5  521.8  863.8  284.0 
1542.6  694.3  165.2  559.8 
  26.9  447.5 1136.0 1532.7 
 753.3 1775.7  727.3  697.6 
1685.4 1758.4  379.5 1275.1 
 312.5 1099.6 1316.9  702.3 
 745.8  664.6 1725.4 1739.7 
